32
0.0114444	0.960875	0.842586	0.4644	0.928312	0.657247	0.281961	0.953154	0.863582	0.18012	0.127506	0.972716	0.739738	0.936613	0.134953	0.824763	0.445265	0.380718	0.083346	0.248756	0.0317392	0.0476699	0.797174	0.980773	0.162694	0.832392	0.435987	0.509323	0.970458	0.0432142	0.457961	0.810114	
0.977844	0.26252	0.163396	0.339976	0.240394	0.544969	0.224738	0.072512	0.365459	0.985076	0.108921	0.855281	0.564562	0.185034	0.798853	0.87112	0.395245	0.654408	0.719596	0.483779	0.348552	0.672323	0.276254	0.249977	0.938658	0.644276	0.909268	0.378307	0.45027	0.483932	0.073336	0.416974	
0.00106815	0.0517289	0.046968	0.451125	0.0743736	0.181494	0.977752	0.591266	0.17893	0.325938	0.0704062	0.0339976	0.791986	0.352733	0.324076	0.476089	0.241554	0.522202	0.723899	0.163427	0.684927	0.17774	0.294687	0.356212	0.838313	0.1807	0.921781	0.490829	0.615497	0.620411	0.345592	0.820887	
0.330485	0.830714	0.236763	0.817591	0.62093	0.244819	0.757042	0.11124	0.748619	0.119022	0.513199	0.255196	0.432936	0.656789	0.309458	0.0930509	0.874172	0.564409	0.605304	0.010651	0.122105	0.570025	0.08417	0.854427	0.446883	0.936094	0.240394	0.796381	0.867733	0.497787	0.389203	0.928343	
0.496567	0.25782	0.00732444	0.865383	0.851985	0.0691244	0.809961	0.140446	0.800256	0.436842	0.46971	0.671499	0.279672	0.970428	0.385205	0.081637	0.464156	0.517655	0.404065	0.154607	0.522752	0.511521	0.907682	0.205725	0.630848	0.561022	0.163213	0.650624	0.389843	0.81756	0.349895	0.552049	
0.311075	0.147832	0.164678	0.426771	0.520646	0.644978	0.415021	0.093234	0.340953	0.508103	0.503708	0.8417	0.905667	0.823176	0.212622	0.707755	0.463973	0.274697	0.691733	0.130619	0.530595	0.320841	0.0592975	0.777612	0.537919	0.862392	0.519608	0.815577	0.145909	0.937315	0.404675	0.411054	
0.867061	0.471725	0.0458998	0.740349	0.161412	0.619007	0.882107	0.290139	0.659108	0.717887	0.710135	0.730918	0.66567	0.400891	0.484359	0.143437	0.607196	0.884671	0.571093	0.880428	0.570696	0.972839	0.864559	0.843745	0.597003	0.803369	0.670156	0.459365	0.881375	0.870998	0.761864	0.130558	
0.538743	0.356609	0.519425	0.450819	0.0899075	0.294229	0.552232	0.957976	0.324198	0.607379	0.715232	0.710471	0.695669	0.54561	0.924314	0.467147	0.90875	0.552843	0.676199	0.751854	0.849361	0.0986053	0.680105	0.584033	0.518326	0.503281	0.506668	0.156529	0.122715	0.288766	0.660848	0.242073	
0.981689	0.0859401	0.984924	0.609241	0.403119	0.629902	0.797723	0.229774	0.187109	0.874142	0.676473	0.557939	0.9129	0.755577	0.287576	0.663411	0.664754	0.640828	0.172308	0.4991	0.354106	0.985534	0.893918	0.0846583	0.293374	0.2378	0.452284	0.887814	0.177923	0.517075	0.372478	0.183325	
0.132633	0.0994903	0.373272	0.672903	0.979156	0.241462	0.0220954	0.144871	0.379955	0.371899	0.28254	0.457167	0.0158391	0.185339	0.360546	0.623157	0.45262	0.666402	0.755943	0.28251	0.853786	0.577166	0.925138	0.338115	0.19483	0.438795	0.461318	0.0400403	0.136021	0.53853	0.198706	0.298349	
0.209601	0.993194	0.146641	0.505295	0.477462	0.400647	0.660268	0.648824	0.316019	0.110691	0.753441	0.998291	0.484237	0.645741	0.960845	0.143498	0.131016	0.30369	0.654927	0.668844	0.898434	0.473403	0.224219	0.243019	0.776635	0.694449	0.0193793	0.406568	0.867458	0.992126	0.472793	0.837367	
